time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries,state
2020-09-30,57550,221,10802,4508,3,,connecticut
2020-10-01,57742,192,10916,4511,3,,connecticut
2020-10-02,58297,555,11410,4513,2,,connecticut
2020-10-03,58297,0,11410,4513,0,,connecticut
2020-10-04,58297,0,11410,4513,0,,connecticut
2020-03-12,35,0,33,2,0,,florida
2020-03-13,50,15,48,2,0,,florida
2020-03-14,76,26,73,3,1,,florida
2020-03-15,115,39,111,4,1,,florida
2020-03-16,160,45,155,5,1,,florida
2020-03-17,217,57,211,6,1,,florida
2020-03-18,328,111,320,8,2,,florida
2020-03-19,417,89,408,9,1,,florida
2020-03-20,563,146,552,11,2,,florida
2020-03-21,659,96,647,12,1,,florida
2020-03-22,1007,348,994,13,1,,florida
2020-03-23,1227,220,1209,18,5,,florida
2020-03-24,1467,240,1447,20,2,,florida
2020-03-25,1977,510,1954,23,3,,florida
2020-03-26,2484,507,2455,29,6,,florida
2020-03-27,3198,714,3152,46,17,,florida
2020-03-28,4038,840,3982,56,10,,florida
2020-03-29,4950,912,4890,60,4,,florida
2020-03-30,5704,754,5633,71,11,,florida
2020-03-31,6741,1037,6656,85,14,,florida
2020-04-01,7779,1038,7678,101,16,,florida
2020-04-02,9022,1243,8878,144,43,,florida
2020-04-03,10290,1268,10120,170,26,,florida
2020-04-04,11575,1285,11380,195,25,,florida
2020-04-05,12385,810,12064,221,26,,florida
